Account length,Area code,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,State_AL,State_AR,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VT,State_WA,State_WI,State_WV,State_WY,International plan_Yes,Voice mail plan_Yes,Churn
0.034876519794347347,-0.5278111927427809,-0.5894135350539065,1.6903703222497646,-1.016302176694319,1.690643398368297,-0.5572255154356434,1.6359221900702567,-0.5572847845086664,-0.629671838956279,0.25206771863798844,-0.6314593447960442,0.02259045363878822,0.21689365100367133,0.020606786464489314,-0.42917241045590593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1.425290901916471,-0.6924665449370534,-0.5894135350539065,1.1202615385267871,-1.6668091454990859,1.1197732541019558,-0.9301990050313234,-0.10039015202671907,-0.9291048115797685,0.9420977985396003,-1.4476650743667596,0.9442461438835944,-0.013279796153355982,0.6241038436626769,-0.0192512735459054,0.3336100203943908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-0.5465694945476316,-0.5278111927427809,-0.5894135350539065,-0.6546402412191792,-0.515912200690652,-0.6546995327335318,-1.2678381640337282,-0.44765262044611426,-1.2685926623838186,0.22121097231968595,1.4882370226414416,0.2220477949054267,0.9910871980266677,-0.19031654165533426,0.9904862467174337,-0.42917241045590593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0.7932843645882329,-0.6924665449370534,-0.5894135350539065,-0.1767820697491112,0.33475075851558156,-0.1771655717502814,0.17694335355795843,1.0406151013512936,0.1771175049858093,0.09712389567527423,-1.0871156940324191,0.09511596387289986,0.45303345114451227,-1.0047369269733455,0.4590454465788341,-0.42917241045590593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-0.1420853106575593,-0.6924665449370534,-0.5894135350539065,1.0815162813805654,-1.7668871406998192,1.0817875981146516,-0.2588467237590996,-0.10039015202671907,-0.2593668746193979,-0.2199875224159995,0.7671382619727606,-0.2200251338630273,0.5606442005209437,-0.19031654165533426,0.5653336066065542,1.8591748820949843,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-1.001614201423963,-0.6924665449370534,-0.5894135350539065,-2.4812023638267746,0.38478975611594823,-2.4812669334944655,-0.9635703172583051,-1.2910043294646454,-0.9637464290087533,-0.9507225293219782,-0.31450987903026095,-0.9509774022227487,-0.15676079532193024,0.6241038436626769,-0.15211147358055543,0.3336100203943908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0.5910422726431968,-0.5278111927427809,-0.5894135350539065,0.16639020783170966,-1.166419169495419,0.16687594104901488,-0.36092367880633813,1.1398329494711208,-0.3609822857444195,0.3354498682780327,1.3852229139744872,0.3358487468656227,-1.4839600376312472,0.6241038436626769,-1.4807134739270544,-0.42917241045590593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1.1472080254920463,-0.5278111927427809,1.7618465183697758,-0.4701390167133615,-1.016302176694319,-0.4701977750809123,-0.29221803598608126,-0.44765262044611426,-0.2916990508864504,-1.043295427770984,0.35508182730494287,-1.042893555729061,-0.7306847919962298,-0.19031654165533426,-0.736696353733015,1.0963924512446874,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
-0.7993721094789268,1.7067971584652026,-0.5894135350539065,0.2881610160055492,-0.4658732030902854,0.28843004020838825,1.199675922396639,-2.1343560384831766,1.2001999397218237,0.0518222645193783,-0.5205380963641698,0.051346366965132284,0.41716320135236873,0.21689365100367133,0.4191873865684394,-1.1919548413062027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
-2.316187799066698,-0.5278111927427809,2.276184655056206,0.638713342566603,0.38478975611594823,0.638983379748365,-0.6121900296918491,0.7429615569918121,-0.6127113723950415,-0.22589643082763838,0.8701523706397151,-0.22440209355380475,-0.04915004594549955,-0.5975267343143399,-0.04582331355283541,-0.42917241045590593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
